Title,Category,SubCategory,Info
North Woods Law S11E06 Spring Training 720p HDTV x264-W4F,TV,,"
Language: English,
41 min 37 s | 1.38 GiB | 4 760 kb/s | 1280x716 | AC-3 @ 384 kb/s, 6 channels | mkv,
Genre: Reality-T"
"Shock Waves: Measuring The Dynamic Response Of Materials, by William M. Isbell",Books,EBooks,English | 2005 | ISBN: 186094471X | PDF | 324 pages | 13.81 MB
Slice 2018 720p WEB-DL DD5.1 H264-CMRG,Movies,,"
Language: English,
2.58 GiB | 1 h 22 min | 4 460 kb/s | Matroska | 1280x534 | AC-3, 48.0 kHz, 6 channels, 384 kb/s,
Genre: Comedy | Horror"
Marlon S01 720p HDTV x264-AVS,TV,,"
Language: English,
5.44 GiB | 3 h 29 min | 3 695 kb/s | Matroska | 1280x720 | AC-3, 48.0 KHz, 6 channels, 384 Kbps | 10 Episodes,
Genre: Comedy"
Mechanics of Materials Labs with SolidWorks Simulation 2014,Books,EBooks,English | 2014 | ISBN: 1585038954 | PDF | 283 pages | 62.32 MB
Slice 2018 HDRip AC3 X264-CMRG,Movies,,"
Language: English,
1.32 GiB | 1 h 22 min | 2 272 kb/s | Matroska | 720x304 | AC-3, 48.0 kHz, 6 channels, 384 kb/s,
Genre: Comedy | Horror"
Evil Lives Here S04E05 Something Wasnt Right 720p WEBRip x264-CAFFEiNE,TV,,"
Language: English,
42 min 53 s | 617 MiB | 2 011 kb/s | 1280x720 | AAC @ 127 kb/s, 2 channels | mkv,
Genre: Biography | Crime"
"Match! - September 11, 2018",Books,Magazines,English | 64 pages | True PDF | 14.6 MB
Cuckoo S04E06 1080p HDTV H264-MTB,TV,,"
Language: English,
27 min 26 s | 807 MiB | 4 110 kb/s | 1920x1080 | AC-3 @ 192 kb/s, 2 channels | mkv,
Genre:Comedy"
Made You Look (2015) 720p HDTV x264-CBFM,TV,,
"Surface Production Operations, Volume 1: Design of Oil Handling Systems and Facilities, 3rd Edition",Books,EBooks,2008 | ISBN: 0750678534 | English | PDF | 747 pages | 14.31 MB
Unleashed: Business and Life With Purpose: How to Make a Profit While Making a Difference,Books,EBooks,"English | August 6th, 2018 | ISBN: 1925648923 | 178 Pages | EPUB | 1.02 MB"
What's on TV - 15 September 2018,Books,Magazines,English | 100 pages | True PDF | 14.6 MB
"Edexcel UK Government and Politics for AS/A Level, 5th Edition",Books,EBooks,2017 | ISBN: 1471889319 | English | 352 pages | PDF | 14 MB
"Energiewende verstehen: Die Zukunft von Autoverkehr, Heizen und Strompreisen",Books,EBooks,"German | PDF,EPUB | 2018 | 181 Pages | ISBN : 3662577860 | 5.96 MB"
"Fundamentals of Statistical Signal Processing, Volume II: Detection Theory",Books,EBooks,1998 | ISBN: 013504135X | English | PDF Scaned  | 576 pages | 28.22 MB
5 Dollars A Day 2008 720p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 37 min | 1.18 GiB | 1 731 kb/s | 1280x694 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Comedy | Drama"
B4B: How Technology and Big Data Are Reinventing the Customer-Supplier Relationship AZW3,Books,EBooks,"English | October 14, 2013 | ISBN: 0986046205 | 240 pages | AZW3 | 6.26 MB"
"UK Government and Political Participation for AS/A Level, 5th Edition",Books,EBooks,2017 | ISBN: 1471889238 | English | 352 pages | PDF | 16 MB
Network Kit X 7.0.1 macOS,Applications,macOS,macOS 10.11 or later | Language: Multilanguage | Size: 15 MB
Your Financial Revolution: The Power Of Rest,Books,EBooks,"English | January 30th, 2018 | ISBN: 1945930039 | 176 Pages | EPUB | 0.34 MB"
Timeless: Alarm Clock 1.9 macOS,Applications,macOS,macOS 10.10 or later | Language: English | Size: 18 MB
In Good Company 2004 720p BRRip 5.1AAC x264-ILPruny,Movies,,"
Language: English,
1.60 GiB | 1 h 49 min | 2 090 kb/s | MPEG-4 | 1280x688 | AAC, 48.0 kHz, 2 channels, 192 kb/s,
Genre: Comedy | Drama | Romance"
The Red Bulletin UK - October 2018,Books,Magazines,English | 100 pages | PDF | 22 MB
Social Nightmare 2013 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 31 min | 1.74 GiB | 2 727 kb/s | 1920x1080 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Drama | Horror | Mystery | Thriller"
Mara 2018 1080p WEB-DL DD 5.1 x264 [MW],Movies,,"
Language: English,
1.93 GiB | 1 h 39 min | 2 789 kb/s | Matroska | 1920x800 | AC-3, 48.0 kHz, 6 channels, 640 kb/s,
Genre:  Crime | Horror | Thriller"
Introduction to Coastal Processes and Geomorphology (AZW3),Books,EBooks,"English | July 13, 2017 | ISBN: 1138458120 | 368 pages | AZW3 | 6.32 MB"
Peppermint 2018 720p English HDCAM-Rip x264 MP3 750MB [MovCr],Movies,,"
Language: English,
758 MiB | 1 h 37 min | 1 088 kb/s | Matroska | 1280x536 | MPEG Audio, 48.0 kHz, 2 channels, 80.0 kb/s,
Genre: Action | Drama | Thriller"
Bad Cat The Movie 2018 1080p WEB-DL x264 AAC-Hon3yHD,Movies,,"
Language: English,
 1.60 GiB | 1 h 22 min | 2 785 kb/s | Matroska | 1912x792 | AAC, 48.0 kHz, 6 channels, 333 kb/s,
Genre: Animation | Action | Adventure | Comedy | Family | Fantasy"
The Night Before The Night Before Christmas 2010 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 28 min | 1.68 GiB | 2 732 kb/s | 1920x1080 | AAC @ 224 kb/s, 2 channels | mp4,
Genre:Family | Fantasy"
RoboCop 2014 BluRay 720p DTS 2 Audio x264-CHD,Movies,,"
,
5.50 GiB | 1 h 57 min | 6 699 kb/s | Matroska | 1280x534 | DTS, 48.0 kHz, 6 channels, 1 509 kb/s | AC-3, 48.0 kHz, 2 channels, 320 kb/s,
Genre: Action | Crime | Sci-Fi | Thriller"
The Malibu Bikini Shop 1986 WEBRip x264-ION10,Movies,,"
Language: English,
1 h 39 min | 964 MiB | 1 359 kb/s | 720x390 | AAC @ 256 kb/s, 2 channels | mp4,
Genre:Comedy | Romance"
Statistical Inference as Severe Testing: How to Get Beyond the Statistics Wars,Books,EBooks,"2018 | ISBN: 1107054133, 1107664640 | English | 474 pages | EPUB | 3 MB"
Final Score 2018 1080p Webrip HEVC 5.1 Omikron,Movies,,"
Language: English,
2.21 GiB | 1 h 38 min | 3 204 kb/s | Matroska | 1920x804 | Opus, 48.0 kHz, 6 channels, 256 kb/s,
Genre: Action "
The Kids Are All Right 2010 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
 1 h 46 min | 2.03 GiB | 2 730 kb/s | 1920x1040 | AAC @ 224 kb/s, 2 channels | mp4,
Genre:  Comedy | Drama | Romance"
Butterfly Caught 2017 720p BluRay x264-x0r,Movies,,"
Language: English,
 2.25 GiB | 1 h 47 min | 3 007 kb/s | Matroska | 1280x720 | AC-3, 48.0 kHz, 6 channels, 448 kb/s,
Genre: Drama "
Bello Magazine - September 2018,Books,Magazines,English | 88 pages | PDF | 15.30 MB
Cargo 2017 720p BRRip x264 ESub [MW],Movies,,"
Language: English,
 948 MiB | 1 h 43 min | 1 279 kb/s | Matroska | 1280x572 | AAC, 48.0 kHz / 24.0 kHz, 2 channels, 127 kb/s,
Genre: Drama | Thriller"
Svengali 2013 720p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
 1 h 32 min | 1.12 GiB | 1 732 kb/s | 1280x694 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Comedy | Music"
Pledges 2018 WEBRip x264-SHADOW,Movies,,"
Language: English,
685 MiB | 1 h 17 min | 1 236 kb/s | MPEG-4 | 1280x720 | AAC, 48.0 kHz, 2 channels, 132 kb/s,
Genre: Comedy | Horror"
Infamous 2006 720p BRRip x264 AAC - Ozlem,Movies,,"
Language: English,
896 MiB | 1 h 53 min | 1 107 kb/s | MPEG-4 | 1278x720 | AAC, 44.1 kHz, 2 channels, 93.5 kb/s,
Genre: Biography | Crime | Drama"
Uncle Drew 2018 720p WEB-DL X264 AC3-EVO,Movies,,"
Language: English,
 2.39 GiB | 1 h 43 min | 3 307 kb/s | Matroska | 1268x688 | AC-3, 48.0 kHz, 6 channels, 384 kb/s,
Genre: Comedy | Sport"
Native Advertising Arbitrage,Books,EBooks,"English | June 16, 2016 | ISBN: 1533650578 | 220 pages | AZW3 | 6.33 MB"
HR Analytics and Innovations in Workforce Planning,Books,EBooks,"English | December 30, 2016 | ISBN: 			  		   	  		   	  		 		   	 			   		   	  		      		  		  	 			   		  	   		  	   		   	  	 			   			     			  				 1631576224 | 150 pages | AZW3 | 6.25 MB"
Papercraft Inspirations - Issue 183 November 2018,Books,Magazines,English | 84 pages | True PDF | 45 MB
Ad Hoc Wireless Networks: Architectures and Protocols,Books,EBooks,2004 | pages: 814 | ISBN: 013147023X | PDF | 16  MB
Unfriended Dark Web 2018 720p HC HDRip x264 AAC-Hon3yHD,Movies,,"
Language: English,
 729 MiB | 1 h 32 min | 1 097 kb/s | Matroska | 1280x688 | AAC, 48.0 kHz, 2 channels, 92.6 kb/s,
Genre: Horror"
Romance and Cigarettes 2005 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 41 min | 1.94 GiB | 2 731 kb/s | 1920x824 | AAC @ 224 kb/s, 2 channels | mp4,
Genre:Comedy | Musical | Romance"
CrossStitcher - October 2018,Books,Magazines,English | 92 pages | True PDF | 63 MB
Higher Spin Gauge Theories,Books,EBooks,2017 | ISBN: 9813144092 | English | PDF | 404 pages | 6.1 MB
Chips 2017 1080p 10bit BluRay 6CH x265 HEVC-PSA,Movies,,"
Language: English,
1.75 GiB | 1 h 40 min | 2 486 kb/s | Matroska | 1920x1080 | AAC, 48.0 kHz / 24.0 kHz, 6 channels,
Genre: Action | Comedy | Crime"
One Good Cop 1991 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 44 min | 1.99 GiB | 2 729 kb/s | 1920x1040 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Action | Crime | Drama | Thriller"
The Looming Tower S01 BDRip x264-DEMAND,TV,,"
Language: English,
8 h 13 min  | 2.96 GiB | 971 kb/s | 720x406 | AAC @ 120 kb/s, 2 channels | mkv,
Number Of Parts: 10,
Genre:Drama"
Nurse Betty 2000 WEBRip x264-ION10,Movies,,"
Language: English,
1 h 50 min | 1.05 GiB | 1 356 kb/s | 720x306 | AAC @ 256 kb/s, 2 channels | mp4,
Genre: Comedy | Crime | Drama | Romance"
Murder On The Home Front 2013 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 33 min | 1.78 GiB | 2 731 kb/s | 1920x1080 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Crime | Mystery | Thriller"
